"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS","3ER_NIVELL","2N_NIVELL","1ER_NIVELL",
"98275082422","Centre de Serveis Socials Nova Esquerra de l'Eixample","#","C","Comte Borrell","305","305","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.389505","2.146406","428635.356","4582348.786","428727.272","4582549.723","933264041","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"98275082422","Centre de Serveis Socials Nova Esquerra de l'Eixample","#","C","Comte Borrell","305","305","09","la Nova Esquerra de l'Eixample","02","Eixample","08029","019","BARCELONA","41.389505","2.146406","428635.356","4582348.786","428727.272","4582549.723","933264041","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400183694","Centre de Serveis Socials Antiga Esquerra de l'Eixample","#","C","Mallorca","219","219","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08008","019","BARCELONA","41.39122","2.158899","429681.719","4582529.003","429773.644","4582729.942","932563781","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400183694","Centre de Serveis Socials Antiga Esquerra de l'Eixample","#","C","Mallorca","219","219","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08008","019","BARCELONA","41.39122","2.158899","429681.719","4582529.003","429773.644","4582729.942","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400183694","Centre de Serveis Socials Antiga Esquerra de l'Eixample","#","C","Mallorca","219","219","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08008","019","BARCELONA","41.39122","2.158899","429681.719","4582529.003","429773.644","4582729.942","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400183694","Centre de Serveis Socials Antiga Esquerra de l'Eixample","#","C","Mallorca","219","219","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08008","019","BARCELONA","41.39122","2.158899","429681.719","4582529.003","429773.644","4582729.942","932563781","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400241795","Centre de Serveis Socials El Parc-Vila Olímpica","#","C","Buenaventura Muñoz","21","21","66","el Parc i la Llacuna del Poblenou","10","Sant Martí","08018","019","BARCELONA","41.391744","2.184773","431845.456","4582566.474","431937.401","4582767.414","932565132","Fax","","","","","","","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400241795","Centre de Serveis Socials El Parc-Vila Olímpica","#","C","Buenaventura Muñoz","21","21","66","el Parc i la Llacuna del Poblenou","10","Sant Martí","08018","019","BARCELONA","41.391744","2.184773","431845.456","4582566.474","431937.401","4582767.414","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","","","","","","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400241795","Centre de Serveis Socials El Parc-Vila Olímpica","#","C","Buenaventura Muñoz","21","21","66","el Parc i la Llacuna del Poblenou","10","Sant Martí","08018","019","BARCELONA","41.391744","2.184773","431845.456","4582566.474","431937.401","4582767.414","932565132","Fax","","","","","","","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400241795","Centre de Serveis Socials El Parc-Vila Olímpica","#","C","Buenaventura Muñoz","21","21","66","el Parc i la Llacuna del Poblenou","10","Sant Martí","08018","019","BARCELONA","41.391744","2.184773","431845.456","4582566.474","431937.401","4582767.414","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","","","","","","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400242904","Centre de Serveis Socials Turó de la Peira-Can Peguera","#","C","Selva","61","61","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.435703","2.175466","431113.795","4587454.058","431205.732","4587655.043","932564974","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400242904","Centre de Serveis Socials Turó de la Peira-Can Peguera","#","C","Selva","61","61","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.435703","2.175466","431113.795","4587454.058","431205.732","4587655.043","932564974","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400242904","Centre de Serveis Socials Turó de la Peira-Can Peguera","#","C","Selva","61","61","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.435703","2.175466","431113.795","4587454.058","431205.732","4587655.043","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400242904","Centre de Serveis Socials Turó de la Peira-Can Peguera","#","C","Selva","61","61","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.435703","2.175466","431113.795","4587454.058","431205.732","4587655.043","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400256774","Centre de Serveis Socials Dreta de l'Eixample","#","Pl","Tetuan","2","2","07","la Dreta de Eixample","02","Eixample","08010","019","BARCELONA","41.394068","2.176256","431135.815","4582831.234","431227.754","4583032.176","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400256774","Centre de Serveis Socials Dreta de l'Eixample","#","Pl","Tetuan","2","2","07","la Dreta de Eixample","02","Eixample","08010","019","BARCELONA","41.394068","2.176256","431135.815","4582831.234","431227.754","4583032.176","932565676","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400256774","Centre de Serveis Socials Dreta de l'Eixample","#","Pl","Tetuan","2","2","07","la Dreta de Eixample","02","Eixample","08010","019","BARCELONA","41.394068","2.176256","431135.815","4582831.234","431227.754","4583032.176","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400256774","Centre de Serveis Socials Dreta de l'Eixample","#","Pl","Tetuan","2","2","07","la Dreta de Eixample","02","Eixample","08010","019","BARCELONA","41.394068","2.176256","431135.815","4582831.234","431227.754","4583032.176","932565676","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400262773","Centre de Serveis Socials Baix Guinardó-Can Baró","#","C","Lepant","387","387","33","el Baix Guinardó","07","Horta-Guinardó","08025","019","BARCELONA","41.409991","2.169217","430564.321","4584604.526","430656.254","4584805.484","934463013","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400262773","Centre de Serveis Socials Baix Guinardó-Can Baró","#","C","Lepant","387","387","33","el Baix Guinardó","07","Horta-Guinardó","08025","019","BARCELONA","41.409991","2.169217","430564.321","4584604.526","430656.254","4584805.484","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400262773","Centre de Serveis Socials Baix Guinardó-Can Baró","#","C","Lepant","387","387","33","el Baix Guinardó","07","Horta-Guinardó","08025","019","BARCELONA","41.409991","2.169217","430564.321","4584604.526","430656.254","4584805.484","934463013","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400262773","Centre de Serveis Socials Baix Guinardó-Can Baró","#","C","Lepant","387","387","33","el Baix Guinardó","07","Horta-Guinardó","08025","019","BARCELONA","41.409991","2.169217","430564.321","4584604.526","430656.254","4584805.484","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400263920","Centre de Serveis Socials Numància","#","C","Numància","7","13","18","Sants","03","Sants-Montjuïc","08029","019","BARCELONA","41.381288","2.141224","428193.118","4581440.826","428285.03","4581641.754","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400263920","Centre de Serveis Socials Numància","#","C","Numància","7","13","18","Sants","03","Sants-Montjuïc","08029","019","BARCELONA","41.381288","2.141224","428193.118","4581440.826","428285.03","4581641.754","934110007","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400263920","Centre de Serveis Socials Numància","#","C","Numància","7","13","18","Sants","03","Sants-Montjuïc","08029","019","BARCELONA","41.381288","2.141224","428193.118","4581440.826","428285.03","4581641.754","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400263920","Centre de Serveis Socials Numància","#","C","Numància","7","13","18","Sants","03","Sants-Montjuïc","08029","019","BARCELONA","41.381288","2.141224","428193.118","4581440.826","428285.03","4581641.754","934110007","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400273469","Centre de Serveis Socials Camp d'en Grassot - Gràcia Nova","#","C","Ca l'Alegre de Dalt","5","5","32","el Camp d'en Grassot i Gràcia Nova","06","Gràcia","08024","019","BARCELONA","41.407093","2.163015","430042.82","4584287.805","430134.748","4584488.76","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400273469","Centre de Serveis Socials Camp d'en Grassot - Gràcia Nova","#","C","Ca l'Alegre de Dalt","5","5","32","el Camp d'en Grassot i Gràcia Nova","06","Gràcia","08024","019","BARCELONA","41.407093","2.163015","430042.82","4584287.805","430134.748","4584488.76","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400273469","Centre de Serveis Socials Camp d'en Grassot - Gràcia Nova","#","C","Ca l'Alegre de Dalt","5","5","32","el Camp d'en Grassot i Gràcia Nova","06","Gràcia","08024","019","BARCELONA","41.407093","2.163015","430042.82","4584287.805","430134.748","4584488.76","932914326","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400273469","Centre de Serveis Socials Camp d'en Grassot - Gràcia Nova","#","C","Ca l'Alegre de Dalt","5","5","32","el Camp d'en Grassot i Gràcia Nova","06","Gràcia","08024","019","BARCELONA","41.407093","2.163015","430042.82","4584287.805","430134.748","4584488.76","932914326","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400605034","Horari Telèfon Centraleta Serveis Socials (hivern)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","936 197 311","Centraleta","(dl-dj :9-14 h i de 16-19 h/ dv de 9-14 h)","","","","","","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400605034","Horari Telèfon Centraleta Serveis Socials (hivern)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","936 197 311","Centraleta","(dl-dj :9-14 h i de 16-19 h/ dv de 9-14 h)","","","","","","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400655128","Centre de Serveis Socials Poblenou","#","Pl","Josep M. Huertas Claveria","1","1","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.403684","2.200506","433173.005","4583879.791","433264.962","4584080.743","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400655128","Centre de Serveis Socials Poblenou","#","Pl","Josep M. Huertas Claveria","1","1","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.403684","2.200506","433173.005","4583879.791","433264.962","4584080.743","900922357","Centraleta","(dilluns a dijous: 9 a 14 h i de 16 a 19 h i divendres de 9 a 14 h)","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400655128","Centre de Serveis Socials Poblenou","#","Pl","Josep M. Huertas Claveria","1","1","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.403684","2.200506","433173.005","4583879.791","433264.962","4584080.743","932565881","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400655128","Centre de Serveis Socials Poblenou","#","Pl","Josep M. Huertas Claveria","1","1","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.403684","2.200506","433173.005","4583879.791","433264.962","4584080.743","932565881","Fax","","01/01","31/12","0000011","09:00:00","14:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","01/10","23/12","0001011","09:00:00","13:30:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","01/10","23/12","1111111","15:00:00","19:30:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","24/12","05/01","","09:00:00","13:30:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","24/12","05/01","0000011","09:00:00","13:30:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","24/12","05/01","","09:00:00","13:30:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","24/12","05/01","","09:00:00","13:30:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","24/12","05/01","0000011","09:00:00","13:30:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","24/12","05/01","","09:00:00","13:30:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","06/01","30/04","0001011","09:00:00","13:30:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","06/01","30/04","1111111","15:00:00","19:30:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","01/05","30/06","0001011","09:00:00","13:30:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","01/05","30/06","1110111","15:00:00","18:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","01/07","02/08","0000011","09:00:00","13:30:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","01/09","30/09","0001011","09:00:00","13:30:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","01/09","30/09","1111111","15:00:00","18:00:00","","Centres de serveis socials","Serveis socials","Serveis socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","01/10","23/12","0001011","09:00:00","13:30:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","01/10","23/12","1111111","15:00:00","19:30:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","24/12","05/01","","09:00:00","13:30:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","24/12","05/01","0000011","09:00:00","13:30:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","24/12","05/01","","09:00:00","13:30:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","24/12","05/01","","09:00:00","13:30:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","24/12","05/01","0000011","09:00:00","13:30:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","24/12","05/01","","09:00:00","13:30:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","06/01","30/04","0001011","09:00:00","13:30:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","06/01","30/04","1111111","15:00:00","19:30:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","01/05","30/06","0001011","09:00:00","13:30:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","01/05","30/06","1110111","15:00:00","18:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","01/07","02/08","0000011","09:00:00","13:30:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","01/09","30/09","0001011","09:00:00","13:30:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
"99400657815","Centre Serveis Socials (horari genèric)","#","null","null","","0","","","","","","019","BARCELONA","","","","","","","","","","01/09","30/09","1111111","15:00:00","18:00:00","","Centres de serveis socials","Serveis d'atenció a la població en general","Serveis Socials",
